# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
124 5.2420757e+01 2.6786890e+02 2.2200432e+01 1.3273345e-02 3.5723133e+01 6.5134155e+01 1.9835788e+02 5.5062877e+02
125 5.2335369e+01 2.8186920e+02 2.2105129e+01 1.3593778e-02 3.6453178e+01 6.2098270e+01 2.6541611e+02 5.5497005e+02
126 5.2302208e+01 2.8932693e+02 2.2330952e+01 1.2766888e-02 3.5835342e+01 6.3430172e+01 2.4629173e+02 5.5935004e+02
127 5.2321487e+01 2.8649652e+02 2.2352655e+01 1.0986388e-02 3.6565060e+01 6.2142845e+01 2.6662164e+02 5.6379153e+02
128 5.2087002e+01 2.9853381e+02 2.2277592e+01 1.3307055e-02 3.6327591e+01 6.4604836e+01 2.8838794e+02 5.6834309e+02
129 5.1985550e+01 2.9334653e+02 2.2075750e+01 1.1870421e-02 3.6425640e+01 6.6666145e+01 3.0311816e+02 5.7285917e+02
130 5.1805199e+01 3.0551694e+02 2.2088236e+01 1.1905701e-02 3.6231972e+01 6.2939152e+01 3.1869510e+02 5.7727680e+02
131 5.1809296e+01 3.0048105e+02 2.2148270e+01 1.2459095e-02 3.6637058e+01 6.5224098e+01 2.4940660e+02 5.8174943e+02
132 5.2132294e+01 3.4830777e+02 2.2282141e+01 1.0679813e-02 3.6478264e+01 6.7434166e+01 5.5869336e+02 5.8623644e+02
133 5.2371613e+01 5.1131714e+02 2.2112276e+01 1.3800221e-02 3.6343842e+01 6.6504112e+01 4.6726587e+02 5.9077374e+02
134 5.1920994e+01 4.3393320e+02 2.2197332e+01 1.5690150e-02 3.6781906e+01 6.3239429e+01 3.3433734e+02 5.9511032e+02
135 5.1530689e+01 3.8362341e+02 2.2315729e+01 1.1850284e-02 3.6942596e+01 6.4665154e+01 3.3807251e+02 5.9960537e+02
136 5.2003212e+01 3.7123911e+02 2.2359724e+01 1.9806074e-02 3.6676456e+01 6.3507431e+01 2.9194324e+02 6.0399283e+02
137 5.1644039e+01 3.8218359e+02 2.2315779e+01 1.6522612e-02 3.6637291e+01 6.8975349e+01 2.4161075e+02 6.0848922e+02
138 5.1406563e+01 3.6723660e+02 2.2209311e+01 1.3299575e-02 3.6624924e+01 6.1492687e+01 3.0764496e+02 6.1287444e+02
139 5.1482140e+01 3.6880914e+02 2.2294537e+01 1.2842870e-02 3.6852425e+01 6.4430222e+01 2.6549326e+02 6.1736967e+02
140 5.8643475e+01 3.5661227e+02 2.3485128e+01 1.6638348e-02 4.3169384e+01 9.3828415e+01 5.4590344e+02 6.2179054e+02
141 6.2059818e+01 1.0401013e+16 2.5792976e+01 2.8154172e-02 4.1595474e+01 7.5617973e+01 2.4798323e+03 6.2613498e+02
142 5.7661049e+01 1.8173071e+03 2.3361645e+01 2.3251405e-02 3.5712997e+01 7.1195122e+01 1.4381625e+03 6.3046715e+02
143 5.5086082e+01 1.4690931e+03 2.3084993e+01 1.9777823e-02 3.7271847e+01 7.4638481e+01 1.1879918e+03 6.3485599e+02
144 5.4407867e+01 1.4317679e+03 2.3023024e+01 1.7775884e-02 3.6674603e+01 7.1417442e+01 1.0348962e+03 6.3921777e+02
145 5.4078529e+01 1.4018687e+03 2.2746696e+01 1.6568612e-02 3.6592808e+01 7.0585403e+01 1.0087129e+03 6.4352485e+02
146 5.3423702e+01 1.3609463e+03 2.2572332e+01 1.4676767e-02 3.5942780e+01 7.5964729e+01 1.0276210e+03 6.4797734e+02
147 5.3133018e+01 1.2605011e+03 2.2370581e+01 1.5429288e-02 3.6082935e+01 7.8194748e+01 1.0990815e+03 6.5242139e+02
148 5.2888592e+01 1.1347249e+03 2.2405268e+01 1.2478800e-02 3.6301479e+01 6.3676750e+01 9.6393475e+02 6.5692105e+02
149 5.3207748e+01 1.0148986e+03 2.2634449e+01 1.5111776e-02 3.6200699e+01 6.1551956e+01 9.2438245e+02 6.6135470e+02
150 5.2607048e+01 9.4032092e+02 2.2464870e+01 1.2757294e-02 3.6207226e+01 6.2558990e+01 8.6125635e+02 6.6580051e+02
151 5.2228054e+01 8.3087042e+02 2.2291227e+01 1.2098592e-02 3.5859997e+01 6.1570415e+01 8.1474530e+02 6.7027593e+02
152 5.2182888e+01 7.8026135e+02 2.2354633e+01 1.5602995e-02 3.6372246e+01 6.1155045e+01 6.6407465e+02 6.7465931e+02
153 5.2075237e+01 7.3479242e+02 2.2189548e+01 1.5982509e-02 3.5981567e+01 6.1567265e+01 6.6939990e+02 6.7910249e+02
154 5.2368740e+01 6.6395825e+02 2.2059423e+01 1.2128802e-02 3.6343288e+01 6.0749847e+01 6.5530591e+02 6.8353209e+02
155 5.2150204e+01 6.3515588e+02 2.2038046e+01 1.3241920e-02 3.6070374e+01 6.2822948e+01 5.9173438e+02 6.8796015e+02
156 5.1829845e+01 6.1904993e+02 2.1964821e+01 1.2621310e-02 3.6338024e+01 6.2156628e+01 5.9886377e+02 6.9236092e+02
157 5.1712528e+01 6.1177588e+02 2.2078402e+01 1.3589784e-02 3.6209812e+01 6.2060928e+01 4.8114972e+02 6.9683514e+02
158 5.1563709e+01 5.7187512e+02 2.2045092e+01 1.4539826e-02 3.6555367e+01 6.4061256e+01 4.7611072e+02 7.0123035e+02
159 5.1874825e+01 5.6505798e+02 2.2105370e+01 1.5455136e-02 3.5909393e+01 6.2825733e+01 5.3281073e+02 7.0560599e+02
160 5.1373581e+01 5.5357147e+02 2.1802982e+01 1.1795434e-02 3.6258076e+01 6.1273766e+01 5.1990088e+02 7.1005980e+02
