# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
153 5.5621111e-01 2.4845205e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1993492e-01 2.5164021e+01 3.2410171e+03
154 5.5573606e-01 2.4877039e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.2865245e-01 2.5166397e+01 3.2625793e+03
155 5.5704629e-01 2.4884003e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.4770615e-01 2.5171785e+01 3.2833514e+03
156 5.5211008e-01 2.4923635e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.2335318e-01 2.5031496e+01 3.3047124e+03
157 5.4613215e-01 2.4907610e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.2053829e-01 2.5203924e+01 3.3251237e+03
158 5.4497766e-01 2.4897148e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.2105209e-01 2.5144335e+01 3.3460663e+03
159 5.4615194e-01 2.4939367e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.2625259e-01 2.5128384e+01 3.3670178e+03
160 5.4590684e-01 2.4923674e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.2611639e-01 2.5285994e+01 3.3872069e+03
161 5.4294956e-01 2.4918070e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1780721e-01 2.5247087e+01 3.4094777e+03
162 5.4002464e-01 2.4923561e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1633080e-01 2.5185671e+01 3.4303079e+03
163 5.4082155e-01 2.4905373e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1818451e-01 2.5107590e+01 3.4515045e+03
164 5.4171211e-01 2.4945171e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1453879e-01 2.5132082e+01 3.4723607e+03
165 5.3928900e-01 2.4925583e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1808878e-01 2.5238512e+01 3.4929160e+03
166 5.4000551e-01 2.4972164e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1972916e-01 2.5119894e+01 3.5144039e+03
167 5.3762722e-01 2.4943869e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1541182e-01 2.5259434e+01 3.5352795e+03
168 5.3633142e-01 2.4986591e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1531794e-01 2.5279774e+01 3.5560863e+03
169 5.3431845e-01 2.5011835e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1281931e-01 2.5242470e+01 3.5772313e+03
170 5.3402531e-01 2.5061981e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1434668e-01 2.5307711e+01 3.5990253e+03
171 5.3479058e-01 2.5004433e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1078626e-01 2.5210848e+01 3.6199521e+03
172 5.3480333e-01 2.5042860e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1228234e-01 2.5188047e+01 3.6413209e+03
173 5.3237039e-01 2.4969856e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1398327e-01 2.5241724e+01 3.6630279e+03
174 5.3413612e-01 2.5008196e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1228609e-01 2.5249809e+01 3.6840463e+03
175 5.3210682e-01 2.5018375e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0931289e-01 2.5254114e+01 3.7044146e+03
176 5.3987074e-01 2.4961685e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.2788874e-01 2.5305143e+01 3.7262215e+03
177 5.4050118e-01 2.5025753e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1067224e-01 2.5249910e+01 3.7473016e+03
178 5.2943695e-01 2.5018166e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0833836e-01 2.5312992e+01 3.7675447e+03
179 5.2979600e-01 2.5006090e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0534519e-01 2.5247997e+01 3.7887943e+03
180 5.2997059e-01 2.5029118e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0684830e-01 2.5259430e+01 3.8090743e+03
181 5.2783877e-01 2.5073566e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0612959e-01 2.5228745e+01 3.8304110e+03
182 5.2668262e-01 2.5029514e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0476041e-01 2.5307152e+01 3.8516166e+03
183 5.2598053e-01 2.5074450e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0561991e-01 2.5293312e+01 3.8727029e+03
184 5.2561861e-01 2.5023794e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0719883e-01 2.5210470e+01 3.8930405e+03
185 5.2504045e-01 2.5028311e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0892153e-01 2.5312326e+01 3.9143224e+03
186 5.2492279e-01 2.5014462e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0669547e-01 2.5298378e+01 3.9353221e+03
